iter	RMSE
878	0.2434622086
879	0.2433621909
880	0.2433173895
881	0.2432733242
882	0.2432166772
883	0.243151959
884	0.2431061288
885	0.2430571461
886	0.2430338875
887	0.2429868957
888	0.2429288505
889	0.2428810901
890	0.2427657449
891	0.2426878312
892	0.2426248893
893	0.2425579502
894	0.2425021603
895	0.2424548048
896	0.2424061352
897	0.2423455839
898	0.2422901092
899	0.2422431961
900	0.2422047781
901	0.2421334268
902	0.242091855
903	0.2420453477
904	0.2420033826
905	0.2419312491
906	0.2418705715
907	0.2418029611
908	0.241762974
909	0.2417083396
910	0.2416572804
911	0.2416054612
912	0.2415797803
913	0.2415138063
914	0.2414548558
915	0.2414205513
916	0.2413729563
917	0.2412935231
918	0.2412534815
919	0.2411914462
920	0.241153001
921	0.2410847159
922	0.2410454148
923	0.2409785592
924	0.240922642
925	0.2408849602
926	0.240825108
927	0.2407741124
928	0.2407219559
929	0.2406518642
930	0.2406026636
931	0.2405479592
932	0.2404802464
933	0.2404239955
934	0.2403782808
935	0.2403445889
936	0.2402914644
937	0.2402323085
938	0.2401665919
939	0.240123458
940	0.2400477455
941	0.2399949412
942	0.2399479235
943	0.2399004523
944	0.2398422578
945	0.2397975012
946	0.2397304039
947	0.2396836408
948	0.2396399106
949	0.2395337213
950	0.2394699017
951	0.2394288021
952	0.2393860935
953	0.2393450952
954	0.2392962082
955	0.2392278316
956	0.2391637838
957	0.2391284928
958	0.2390580542
959	0.2390169981
960	0.2389815889
961	0.2388938092
962	0.2388630594
963	0.2387853995
964	0.2387306573
965	0.2386567388
966	0.2385909504
967	0.2385425147
968	0.2384877764
969	0.2384388417
970	0.2383873881
971	0.2383405152
972	0.2382779796
973	0.2382390873
974	0.2381692396
975	0.2381069588
976	0.2380542545
977	0.2380208075
978	0.2379665186
979	0.2379436423
980	0.2379025903
981	0.2378586995
982	0.2377914841
983	0.2377061794
984	0.2376364998
985	0.2375717097
986	0.2375420576
987	0.2375078031
988	0.2374675731
989	0.2373999537
990	0.2373392705
991	0.2373090001
992	0.2372749297
993	0.2372303816
994	0.237200468
995	0.2371530207
996	0.2371215288
997	0.2370613721
998	0.2369824113
999	0.2369425168
1000	0.2368885763
1001	0.2368328341
1002	0.2367725212
1003	0.2366848394
1004	0.2366516761
1005	0.236622007
1006	0.2365846605
1007	0.2365445018
1008	0.2365120836
1009	0.2364728989
1010	0.2364280683
1011	0.2363921527
1012	0.2363423358
1013	0.236301798
1014	0.2362631835
1015	0.2362046416
1016	0.2361576676
1017	0.2361061333
1018	0.236071471
1019	0.2360081217
1020	0.2359674175
1021	0.2359275857
1022	0.2358507245
1023	0.2358166229
1024	0.2357713756
1025	0.2357102577
1026	0.235645183
1027	0.235590002
1028	0.2355381294
1029	0.2354929627
1030	0.2354586201
1031	0.235415136
1032	0.2353407407
1033	0.2353121561
1034	0.2352621875
1035	0.2352355733
1036	0.2351897599
1037	0.2351477355
1038	0.2350951635
1039	0.2350460219
1040	0.2350035391
1041	0.2349728305
1042	0.2349324711
1043	0.2348759361
1044	0.2348455573
1045	0.2348010368
1046	0.2347663977
1047	0.2347202312
1048	0.2346741631
1049	0.2346304446
1050	0.2345984961
1051	0.2345403179
1052	0.2345059276
1053	0.2344739147
1054	0.2344237049
1055	0.2343815914
1056	0.2343489272
1057	0.2342995764
1058	0.2342600943
1059	0.2342193888
1060	0.2341629832
1061	0.2341048347
1062	0.2340538259
1063	0.2340144972
1064	0.2339887229
1065	0.233947897
1066	0.2339074941
1067	0.2338678205
1068	0.2338448097
1069	0.2337872035
1070	0.2337206937
1071	0.2336808708
1072	0.2336491475
1073	0.2336009404
1074	0.2335571198
1075	0.233500343
1076	0.2334688185
1077	0.233392085
1078	0.2333230164
1079	0.2332617089
1080	0.2332119914
1081	0.2331764075
1082	0.233119641
1083	0.2330817888
1084	0.2330295273
1085	0.2329774541
1086	0.2329238906
1087	0.2328406162
1088	0.232804161
1089	0.2327538524
1090	0.2327080137
1091	0.2326819778
1092	0.2326507826
1093	0.2326013497
1094	0.2325379997
1095	0.2324907174
1096	0.2324524429
1097	0.2324040893
1098	0.2323567545
1099	0.232309283
1100	0.2322647227
1101	0.2322346683
1102	0.2322000551
1103	0.2321661544
1104	0.2321271568
1105	0.2320935368
1106	0.2320597475
1107	0.2320185815
1108	0.231994069
1109	0.2319425948
1110	0.2319021711
1111	0.2318626248
1112	0.2318221439
1113	0.2317920965
1114	0.2317441573
1115	0.2316872408
1116	0.2316410829
1117	0.2316112669
1118	0.2315725623
1119	0.2315297854
1120	0.231481895
1121	0.2314432141
1122	0.2314050722
1123	0.2313628847
1124	0.2313428062
1125	0.2313066752
1126	0.2312732844
1127	0.2312479969
1128	0.2312249691
1129	0.231164305
1130	0.2310870942
1131	0.2310280932
1132	0.2310088762
1133	0.2309615608
1134	0.2309191813
1135	0.2308587724
1136	0.2308271241
1137	0.2307765096
1138	0.2306976697
1139	0.2306556471
1140	0.2306153762
1141	0.2305357713
1142	0.2304929807
1143	0.2304540629
1144	0.2304173382
1145	0.2303860539
1146	0.2303417635
1147	0.2303131413
1148	0.2302870486
1149	0.2302540202
1150	0.2302182875
1151	0.2301749542
1152	0.2301186716
1153	0.2300817405
1154	0.2300256554
1155	0.2299899108
1156	0.2299320736
1157	0.2298695461
1158	0.2298116176
1159	0.2297596116
1160	0.2297315747
1161	0.229698331
1162	0.2296578624
1163	0.229629816
1164	0.2296028644
1165	0.2295658141
1166	0.2295245032
1167	0.2294923885
1168	0.2294426292
1169	0.2294003936
1170	0.2293289518
1171	0.2293065224
1172	0.2292688273
1173	0.2292377468
1174	0.2291762629
1175	0.2291486205
1176	0.2291092821
1177	0.229065763
1178	0.229042815
1179	0.2289912152
1180	0.2289626481
1181	0.2289208212
1182	0.2288797345
1183	0.2288195858
1184	0.2287763818
1185	0.2287367092
1186	0.228710739
1187	0.2286820583
1188	0.2286342648
1189	0.2285760676
1190	0.2285319982
1191	0.2284932411
1192	0.2284426829
1193	0.2284026219
1194	0.2283323533
1195	0.2282919646
1196	0.2282330354
1197	0.2281833782
1198	0.228137668
1199	0.2280937126
1200	0.2280410594
1201	0.2279748033
1202	0.2279330474
1203	0.2278736636
1204	0.2278327237
1205	0.2277790634
1206	0.2277423892
1207	0.2277133634
1208	0.2276807906
1209	0.2276483429
1210	0.2276169189
1211	0.2275655261
1212	0.2275215749
1213	0.2274732526
1214	0.2274164964
1215	0.2273624444
1216	0.227321449
1217	0.227282798
1218	0.2272557209
1219	0.2272207338
1220	0.2271993386
1221	0.2271389781
1222	0.227079695
1223	0.2270334629
1224	0.2270050464
1225	0.22694167
1226	0.22691304
1227	0.2268705104
1228	0.226833519
1229	0.2268076099
1230	0.2267558291
1231	0.2267046158
1232	0.226638801
1233	0.2265981207
1234	0.2265640985
1235	0.2265198854
1236	0.2264853881
1237	0.2264649206
1238	0.2264153205
1239	0.2263824653
1240	0.2263382591
1241	0.2262993001
1242	0.2262557698
1243	0.2262231454
1244	0.2261810138
1245	0.2261587158
1246	0.2261080846
1247	0.2260907352
1248	0.2260682736
1249	0.2260150911
1250	0.2259769122
1251	0.2259368023
1252	0.2258910117
1253	0.2258631918
1254	0.2258259345
1255	0.2257866798
1256	0.2257340187
1257	0.2256940639
1258	0.225665525
1259	0.2256408059
1260	0.2256093772
1261	0.2255614105
1262	0.2255222471
1263	0.225461624
1264	0.2254039724
1265	0.2253774605
1266	0.2253302747
1267	0.2252977485
1268	0.2252592607
1269	0.2252277681
1270	0.2251904995
1271	0.2251474052
1272	0.2250949959
1273	0.2250764931
1274	0.2250349122
1275	0.2249968913
1276	0.2249497738
1277	0.2249178751
1278	0.224898757
1279	0.2248593344
1280	0.224821526
1281	0.2247762962
1282	0.2247172187
1283	0.2246938415
1284	0.2246094416
1285	0.2245773695
1286	0.2245407087
1287	0.224515091
1288	0.2244732564
1289	0.2244550936
1290	0.2244110478
1291	0.2243652955
1292	0.2243187542
1293	0.2242872337
1294	0.2242452696
1295	0.2241935625
1296	0.2241486526
1297	0.2240987985
1298	0.2240670896
1299	0.2240260215
1300	0.2239834539
1301	0.2239360645
1302	0.2239142234
1303	0.2238557423
1304	0.223811146
1305	0.2237647504
1306	0.2237201243
1307	0.2236916279
1308	0.2236661549
1309	0.2236325807
1310	0.2236087814
1311	0.2235936881
1312	0.2235705542
1313	0.2235196186
1314	0.2234778142
1315	0.2234526619
1316	0.2234162992
1317	0.223374932
1318	0.2233232076
1319	0.2232899072
1320	0.2232561841
1321	0.2232289425
1322	0.2231912469
1323	0.2231564491
1324	0.2231380877
1325	0.2231002337
1326	0.2230688291
1327	0.2230264049
1328	0.2230037197
1329	0.2229676222
1330	0.222946359
1331	0.2229114018
1332	0.2228841969
1333	0.222862016
1334	0.222822531
1335	0.2227820517
1336	0.2227541805
1337	0.2227272272
1338	0.2226886481
1339	0.2226440836
1340	0.2226015475
1341	0.2225674553
1342	0.2225346824
1343	0.2224887189
1344	0.2224523245
1345	0.2224037835
1346	0.2223609398
1347	0.2223435659
1348	0.2223246395
1349	0.2222916597
1350	0.2222772896
1351	0.2222513764
1352	0.2222331873
1353	0.2222147345
1354	0.2221721761
1355	0.2221286233
1356	0.2220916991
1357	0.2220755388
1358	0.22204931
1359	0.2219998138
1360	0.2219464865
1361	0.2219231938
1362	0.22188733
1363	0.2218477983
1364	0.2218112768
1365	0.2217825072
1366	0.2217540466
1367	0.2217112143
1368	0.2216622403
1369	0.2216211024
1370	0.2215919027
1371	0.2215591264
1372	0.2214923059
1373	0.2214355005
1374	0.2214062816
1375	0.2213829588
1376	0.2213665582
1377	0.2213387875
1378	0.2213035156
1379	0.2212683459
1380	0.22122443
1381	0.2211929975
1382	0.2211639655
1383	0.2211284209
1384	0.2210845502
1385	0.2210412326
1386	0.2209923685
1387	0.2209576901
1388	0.2209272144
1389	0.2208885431
1390	0.2208653835
1391	0.2208308437
1392	0.2207917754
1393	0.2207660065
1394	0.2207137401
1395	0.2206853849
1396	0.2206366474
1397	0.2206145177
1398	0.2205620051
1399	0.2205280108
1400	0.2204946868
1401	0.2204656495
1402	0.220441648
1403	0.2204195886
1404	0.2203718285
1405	0.2203336829
1406	0.2202978436
1407	0.2202804091
1408	0.2202504915
1409	0.2201985313
1410	0.2201801609
1411	0.2201647903
1412	0.2201372545
1413	0.2200962672
1414	0.2200524379
1415	0.2200114916
1416	0.21996119
1417	0.2199209995
1418	0.2198864499
1419	0.2198505676
1420	0.2198057915
1421	0.2197730418
1422	0.2197518403
1423	0.2197182251
1424	0.2196723628
1425	0.2196420862
1426	0.2196126047
1427	0.2195943377
1428	0.2195626132
1429	0.2195228464
1430	0.2194763858
1431	0.2194278448
1432	0.2193986685
1433	0.2193689011
1434	0.2193399299
1435	0.2193136547
1436	0.219281838
1437	0.2192577805
1438	0.2192334592
1439	0.2191889876
1440	0.2191620857
1441	0.219144075
1442	0.2191115526
1443	0.2190862422
1444	0.2190619793
1445	0.2190240235
1446	0.2189849417
1447	0.2189689611
1448	0.2189266056
1449	0.2188795014
1450	0.2188392911
1451	0.2188246048
1452	0.2187977796
1453	0.2187667731
1454	0.2187405597
1455	0.2187101477
1456	0.2186768893
1457	0.2186567819
1458	0.2186311788
1459	0.2185810705
1460	0.2185379998
1461	0.2185133868
1462	0.2184870152
1463	0.2184496495
1464	0.2184259956
1465	0.2183979381
1466	0.2183633264
1467	0.218339671
1468	0.2182965238
1469	0.2182759841
1470	0.2182440839
1471	0.218224596
1472	0.2181852848
1473	0.218163249
1474	0.2181379567
1475	0.2180840582
1476	0.2180365961
1477	0.2180005702
1478	0.2179713248
1479	0.2179516638
1480	0.2179218935
1481	0.2179021392
1482	0.2178711597
1483	0.2178377277
1484	0.2177931018
1485	0.21773412
1486	0.2177151002
1487	0.2176820566
1488	0.2176536773
1489	0.2176215306
1490	0.2175827551
1491	0.2175620437
1492	0.2175357631
1493	0.2174983981
1494	0.2174558378
1495	0.2174268098
1496	0.2173973334
1497	0.2173784598
1498	0.2173450308
1499	0.2173325056
1500	0.2173156833
1501	0.2172925859
1502	0.2172672739
1503	0.2172372793
1504	0.2172137601
1505	0.217199885
1506	0.2171705375
1507	0.2171369046
1508	0.2171135852
1509	0.2170974803
1510	0.2170565086
1511	0.2170241996
1512	0.21700375
