iter	RMSE
1513	0.2169808457
1514	0.2169329775
1515	0.2169120944
1516	0.2168653675
1517	0.2168213233
1518	0.2167835024
1519	0.216761362
1520	0.2167335743
1521	0.2167036898
1522	0.2166748524
1523	0.2166436416
1524	0.2166208524
1525	0.216598581
1526	0.2165667157
1527	0.2165415475
1528	0.216520057
1529	0.2164790657
1530	0.2164393355
1531	0.2163871623
1532	0.2163669487
1533	0.2163412938
1534	0.2163111497
1535	0.2162847066
1536	0.2162531702
1537	0.2162293537
1538	0.2161971875
1539	0.2161703182
1540	0.2161332793
1541	0.2160968564
1542	0.2160569966
1543	0.2160096328
1544	0.2159678908
1545	0.2159261409
1546	0.215890922
1547	0.2158594094
1548	0.2158320215
1549	0.2158110409
1550	0.2157669246
1551	0.2157483178
1552	0.2157078059
1553	0.2156952406
1554	0.2156647609
1555	0.2156489294
1556	0.2156216856
1557	0.2155836912
1558	0.2155562893
1559	0.2155361913
1560	0.2155023654
1561	0.2154785633
1562	0.215439204
1563	0.2154084125
1564	0.2153802605
1565	0.2153417761
1566	0.2153199175
1567	0.2152879842
1568	0.2152645854
1569	0.2152351026
1570	0.2152059898
1571	0.2151710804
1572	0.2151487664
1573	0.2151064928
1574	0.2150770503
1575	0.2150339361
1576	0.2150142099
1577	0.2149987753
1578	0.2149631502
1579	0.2149333976
1580	0.2149090584
1581	0.2148858754
1582	0.2148609767
1583	0.2148400141
1584	0.2148164227
1585	0.2147892663
1586	0.2147787594
1587	0.2147578676
1588	0.2147252998
1589	0.2146879186
1590	0.2146587425
1591	0.2146253311
1592	0.2145896385
1593	0.2145676026
1594	0.2145379996
1595	0.2145040345
1596	0.2144926712
1597	0.2144628867
1598	0.2144477409
1599	0.2143822856
1600	0.2143586824
1601	0.2143365529
1602	0.2143224227
1603	0.2142962812
1604	0.2142715914
1605	0.2142290765
1606	0.2141995645
1607	0.2141789827
1608	0.2141392194
1609	0.2141054321
1610	0.2140816096
1611	0.2140419131
1612	0.214008001
1613	0.2139885194
1614	0.2139789765
1615	0.2139571772
1616	0.2139388586
1617	0.2138855771
1618	0.2138598859
1619	0.2138383686
1620	0.213810255
1621	0.213767679
1622	0.2137251614
1623	0.2136893306
1624	0.2136751904
1625	0.2136383357
1626	0.213620279
1627	0.2135795182
1628	0.2135559232
1629	0.2135266862
1630	0.2134974349
1631	0.2134663583
1632	0.2134339071
1633	0.2134162206
1634	0.2133925916
1635	0.2133659957
1636	0.2133313041
1637	0.2133036335
1638	0.2132677457
1639	0.2132282046
1640	0.2132048766
1641	0.2131780913
1642	0.2131523974
1643	0.21312801
1644	0.2131015493
1645	0.2130808043
1646	0.2130459816
1647	0.2130306241
1648	0.2130111609
1649	0.2129896478
1650	0.2129606378
1651	0.2129343672
1652	0.2129116163
1653	0.2128948318
1654	0.2128659146
1655	0.2128372055
1656	0.2128167967
1657	0.2128065257
1658	0.2127879047
1659	0.2127631074
1660	0.2127333615
1661	0.2127109447
1662	0.2126882005
1663	0.2126520723
1664	0.2126164346
1665	0.2125841777
1666	0.2125457238
1667	0.2125109599
1668	0.2124858118
1669	0.2124755813
1670	0.212462618
1671	0.2124023514
1672	0.2123756195
1673	0.2123468065
1674	0.2123240221
1675	0.2123018644
1676	0.2122882076
1677	0.2122607952
1678	0.2122267246
1679	0.2121640658
1680	0.2121334995
1681	0.2121079674
1682	0.212082545
1683	0.2120564816
1684	0.2120466155
1685	0.2120330557
1686	0.2120149258
1687	0.21198988
1688	0.2119661915
1689	0.2119292713
1690	0.2119077775
1691	0.211881137
1692	0.2118534408
1693	0.2118327536
1694	0.2118112676
1695	0.2117923303
1696	0.2117727738
1697	0.2117540101
1698	0.2117362537
1699	0.2117126041
1700	0.211703237
1701	0.2116834367
1702	0.2116498117
1703	0.2116257798
1704	0.2115994106
1705	0.2115758753
1706	0.2115536509
1707	0.2115083433
1708	0.2114876495
1709	0.2114598299
1710	0.21144085
1711	0.2114045108
1712	0.2113871306
1713	0.2113541337
1714	0.211335245
1715	0.2113125547
1716	0.2112916372
1717	0.211273977
1718	0.211253905
1719	0.2112316378
1720	0.2112120963
1721	0.2111980029
1722	0.2111692829
1723	0.2111385221
1724	0.2111302727
1725	0.2110988238
1726	0.2110775738
1727	0.2110532027
1728	0.2110162146
1729	0.2109936876
1730	0.2109762093
1731	0.2109587743
1732	0.2109202212
1733	0.2108956197
1734	0.2108740813
1735	0.2108198564
1736	0.210785116
1737	0.210764046
1738	0.2107319395
1739	0.2107172718
1740	0.2106895793
1741	0.2106504313
1742	0.2106252429
1743	0.2106029251
1744	0.2105779287
1745	0.2105541007
1746	0.2105324304
1747	0.210510926
1748	0.2104789381
1749	0.2104388345
1750	0.210408597
1751	0.2103810476
1752	0.2103640562
1753	0.2103417209
1754	0.2103057172
1755	0.2102760748
1756	0.2102425256
1757	0.2102240811
1758	0.210217812
1759	0.2101859054
1760	0.2101633136
1761	0.210141565
1762	0.2101194281
1763	0.2100943436
1764	0.2100639752
1765	0.2100422369
1766	0.210015823
1767	0.2099952222
1768	0.2099772251
1769	0.2099474449
1770	0.2099385853
1771	0.2099210938
1772	0.2098904141
1773	0.2098422384
1774	0.2098258484
1775	0.2098015
1776	0.2097756635
1777	0.2097277903
1778	0.2097136607
1779	0.2096944425
1780	0.2096688065
1781	0.209650597
1782	0.2096146921
1783	0.2095871529
1784	0.2095615091
1785	0.2095401445
1786	0.2095049926
1787	0.2094769055
1788	0.2094310085
1789	0.2094040002
1790	0.2093916758
1791	0.2093642405
1792	0.209331006
1793	0.2092993735
1794	0.2092734789
1795	0.2092394856
1796	0.2092082389
1797	0.2091921504
1798	0.2091651149
1799	0.2091234128
1800	0.2090911966
1801	0.209068178
1802	0.2090333943
1803	0.2090029232
1804	0.2089842978
1805	0.2089514702
1806	0.2089345515
1807	0.2089098025
1808	0.2088627519
1809	0.2088430419
1810	0.2088215026
1811	0.2087970124
1812	0.2087787675
1813	0.2087378116
1814	0.2087009944
1815	0.2086817536
1816	0.2086532847
1817	0.2086273959
1818	0.2086113276
1819	0.2085855831
1820	0.2085748112
1821	0.2085476762
1822	0.208533448
1823	0.2084915784
1824	0.2084788423
1825	0.2084623622
1826	0.2084360497
1827	0.2084127555
1828	0.2083859722
1829	0.2083618574
1830	0.2083298605
1831	0.2082988594
1832	0.2082763134
1833	0.2082417841
1834	0.2082180544
1835	0.2082025456
1836	0.2081661114
1837	0.2081437235
1838	0.2081199884
1839	0.2081034512
1840	0.2080907606
1841	0.2080731326
1842	0.2080557944
1843	0.2080223716
1844	0.2079973042
1845	0.2079823586
1846	0.2079564252
1847	0.207947272
1848	0.2079284358
1849	0.2079078889
1850	0.2078836024
1851	0.2078597496
1852	0.2078295202
1853	0.2078096883
1854	0.2077921922
1855	0.2077687325
1856	0.2077294577
1857	0.2077017122
1858	0.2076808411
1859	0.2076542975
1860	0.2076118996
1861	0.2075885018
1862	0.2075644723
1863	0.2075415734
1864	0.2075183995
1865	0.2074969037
1866	0.2074770577
1867	0.2074401851
1868	0.2074229692
1869	0.2074138762
1870	0.2073921487
1871	0.2073470657
1872	0.2073246795
1873	0.2072937861
1874	0.2072777301
1875	0.207269444
1876	0.2072317155
1877	0.2072070539
1878	0.2071930529
1879	0.2071666858
1880	0.207157112
1881	0.2071399355
1882	0.2071167973
1883	0.2070893712
1884	0.207059369
1885	0.2070359118
1886	0.2070192057
1887	0.2069915675
1888	0.2069651732
1889	0.2069494911
1890	0.2069119459
1891	0.2068911137
1892	0.2068750893
1893	0.2068540603
1894	0.2068313806
1895	0.2068103827
1896	0.2067885251
1897	0.2067505083
1898	0.2067405111
1899	0.206723692
1900	0.2066906774
1901	0.2066712005
1902	0.2066535704
1903	0.2066448555
1904	0.2066238153
1905	0.2066083648
1906	0.2065802667
1907	0.2065618804
1908	0.2065436289
1909	0.2065274576
1910	0.2065058966
1911	0.2064747085
1912	0.2064553141
1913	0.2064420313
1914	0.2064112385
1915	0.2063820421
1916	0.2063647496
1917	0.2063464817
1918	0.2063128784
1919	0.2062925129
1920	0.2062772357
1921	0.2062599385
1922	0.2062307333
1923	0.2062078527
1924	0.206176542
1925	0.20615591
1926	0.206137874
1927	0.2061118091
1928	0.206102386
1929	0.2060828605
1930	0.2060494856
1931	0.2060290049
1932	0.2059972751
1933	0.2059621813
1934	0.2059294952
1935	0.2059201625
1936	0.2058987805
1937	0.2058681306
1938	0.2058401553
1939	0.2058206871
1940	0.2057956656
1941	0.2057762732
1942	0.2057584576
1943	0.2057485978
1944	0.2057231491
1945	0.205701016
1946	0.2056786839
1947	0.205662483
1948	0.2056544233
1949	0.2056366709
1950	0.2056121649
1951	0.2055967114
1952	0.2055757513
1953	0.2055500125
1954	0.2055219897
1955	0.205504492
1956	0.205475412
1957	0.2054592941
1958	0.2054368102
1959	0.205413361
1960	0.2053843186
1961	0.205363721
1962	0.2053425763
1963	0.2053068684
1964	0.2052906853
1965	0.2052675485
1966	0.2052492356
1967	0.2052340582
1968	0.2052106779
1969	0.2051669933
1970	0.205138843
1971	0.2051270098
1972	0.2051135108
1973	0.2050901471
1974	0.205068544
1975	0.205033072
1976	0.2050005835
1977	0.2049597354
1978	0.204939665
1979	0.2049057179
1980	0.2048845546
1981	0.2048593987
1982	0.2048456244
1983	0.2048310789
1984	0.2048215682
1985	0.2048044107
1986	0.204779183
1987	0.2047429914
1988	0.2047308348
1989	0.20470361
1990	0.2046866514
1991	0.204660425
1992	0.2046447506
1993	0.2046231757
1994	0.2046009337
1995	0.2045650493
1996	0.2045489355
1997	0.204531902
1998	0.2045125073
1999	0.2044791937
2000	0.2044682957
2001	0.204448152
2002	0.2044271768
2003	0.2044182253
2004	0.204403386
2005	0.2043912094
2006	0.2043707181
2007	0.2043546754
2008	0.204326605
2009	0.2042951692
2010	0.2042814499
2011	0.2042639845
2012	0.2042450529
2013	0.2042333164
2014	0.2042189855
2015	0.2041861144
2016	0.2041693729
2017	0.2041398395
2018	0.2041260304
2019	0.2041077938
2020	0.2040894719
2021	0.2040618874
2022	0.2040449359
2023	0.2040190157
2024	0.2039958382
2025	0.2039839575
2026	0.2039508585
2027	0.2039374212
2028	0.2039107731
2029	0.2038914083
2030	0.203875792
2031	0.2038525994
2032	0.2038305678
2033	0.2037907869
2034	0.2037599746
2035	0.2037386833
2036	0.2037247931
2037	0.2036957371
2038	0.2036807358
2039	0.2036585596
2040	0.2036476167
2041	0.2036136413
2042	0.2035775273
2043	0.2035568447
2044	0.2035386989
2045	0.2035153909
2046	0.2034987006
2047	0.2034582639
2048	0.2034463618
2049	0.2034257858
2050	0.2033960513
2051	0.2033707197
2052	0.2033598807
2053	0.2033455905
2054	0.2033266331
2055	0.2033207653
2056	0.203296334
2057	0.2032715912
2058	0.2032615818
2059	0.2032483393
2060	0.2032198201
2061	0.2031934307
2062	0.2031651657
2063	0.2031393189
2064	0.203109422
2065	0.2030734069
2066	0.2030413311
2067	0.203017608
2068	0.203002772
2069	0.2029864388
2070	0.2029747707
2071	0.2029591882
2072	0.2029361547
2073	0.2029075169
2074	0.2028977378
2075	0.2028888455
2076	0.2028608647
2077	0.2028454402
2078	0.2028175152
2079	0.2028033192
2080	0.2027783666
2081	0.202768195
2082	0.2027460461
2083	0.2027335556
2084	0.2027122299
2085	0.2026970962
2086	0.2026884861
2087	0.2026656508
2088	0.2026592473
2089	0.2026408164
2090	0.2026203436
2091	0.2025901452
2092	0.2025738703
2093	0.2025537024
2094	0.2025403461
2095	0.2025211676
2096	0.2025111943
2097	0.2024627996
2098	0.2024465452
2099	0.2024097244
2100	0.2023779881
2101	0.2023507208
2102	0.2023194484
2103	0.2023037522
2104	0.2022960206
2105	0.2022807377
2106	0.2022505664
2107	0.2022315117
2108	0.2022112449
2109	0.2021860882
2110	0.2021778316
2111	0.202159427
2112	0.2021365502
2113	0.2021208866
2114	0.2021068591
2115	0.2020743968
2116	0.2020544304
2117	0.2020244056
2118	0.2019954907
2119	0.2019814395
2120	0.2019632377
2121	0.2019497061
2122	0.2019294735
2123	0.2019172554
2124	0.2019060702
2125	0.2018798835
2126	0.2018686448
2127	0.2018510174
2128	0.2018311714
2129	0.2018037306
2130	0.2017935626
2131	0.2017829788
2132	0.201759443
2133	0.2017295175
2134	0.2017094576
2135	0.2016839291
2136	0.201672474
2137	0.2016453714
2138	0.2016187669
2139	0.2015999635
2140	0.201580181
2141	0.201556102
2142	0.2015399867
2143	0.2015257537
2144	0.2015001943
2145	0.2014741112
2146	0.201447586
2147	0.2014041719
2148	0.2013768998
2149	0.2013498649
2150	0.2013275809
2151	0.2013167654
2152	0.2012970506
2153	0.2012864408
2154	0.2012679491
2155	0.2012557815
2156	0.2012294344
2157	0.2012132493
2158	0.2011990248
2159	0.2011734462
2160	0.2011560439
2161	0.2011478389
2162	0.2011299596
2163	0.2011205569
2164	0.2010948069
2165	0.2010670267
2166	0.2010293491
2167	0.2010112992
2168	0.2009916908
2169	0.2009802936
2170	0.2009551961
2171	0.2009356008
2172	0.200904205
2173	0.2008787354
2174	0.200861208
2175	0.2008411439
2176	0.2008274994
2177	0.2008106718
2178	0.2007808553
2179	0.2007578206
2180	0.2007446454
2181	0.2007257803
2182	0.2007154419
2183	0.2007048472
2184	0.2006788978
2185	0.200666739
2186	0.2006543497
2187	0.2006299615
2188	0.2006140643
2189	0.2006036297
2190	0.2005922425
2191	0.2005737167
2192	0.2005587744
2193	0.2005416376
2194	0.2005203213
2195	0.2005080227
2196	0.2005001757
2197	0.2004873557
2198	0.2004562386
2199	0.2004288311
2200	0.2004040177
2201	0.200374214
2202	0.2003598896
2203	0.2003312903
2204	0.2003209004
2205	0.2002870535
2206	0.2002638442
2207	0.2002410065
2208	0.2002175449
2209	0.2001960169
2210	0.2001702997
2211	0.2001452556
2212	0.2001226288
2213	0.2001081096
2214	0.2000861522
2215	0.2000669813
2216	0.2000362685
2217	0.2000146768
2218	0.200009273
2219	0.1999972044
2220	0.1999871642
2221	0.1999549754
2222	0.1999434765
2223	0.1999209073
2224	0.1998920283
2225	0.1998726364
2226	0.1998533866
2227	0.199837375
2228	0.1997962403
2229	0.1997796712
2230	0.1997629374
2231	0.1997437365
2232	0.1997328222
2233	0.1997257163
2234	0.1997023055
2235	0.1996914249
2236	0.1996759265
2237	0.1996493128
2238	0.1996341612
2239	0.1996126617
2240	0.1995970193
2241	0.1995831874
2242	0.199556507
2243	0.1995285628
2244	0.1995141722
2245	0.1994890048
2246	0.1994789491
2247	0.1994624038
2248	0.1994461314
2249	0.1994270859
2250	0.1994048878
2251	0.1993822945
2252	0.1993652365
2253	0.1993522225
2254	0.1993292653
2255	0.1993058586
2256	0.1992940887
2257	0.199287048
2258	0.1992616074
2259	0.1992439325
2260	0.1992268488
2261	0.1992092746
2262	0.1991919439
2263	0.1991821832
2264	0.1991726258
2265	0.1991610412
2266	0.1991491117
2267	0.1991370466
2268	0.1991120483
2269	0.1990990156
2270	0.1990739934
2271	0.1990662597
2272	0.1990484916
2273	0.1990217333
2274	0.1990039911
2275	0.1989735304
2276	0.1989447044
2277	0.1989289384
2278	0.198916784
2279	0.1988954841
2280	0.1988658644
2281	0.1988520709
2282	0.1988394566
2283	0.1988200048
2284	0.1987985838
2285	0.1987817229
2286	0.1987648959
2287	0.1987483104
2288	0.1987288624
2289	0.1987102945
2290	0.1986999916
2291	0.1986792846
2292	0.1986639482
2293	0.1986420551
2294	0.198628018
2295	0.1986136155
2296	0.1985963274
2297	0.1985609307
2298	0.1985348226
2299	0.1985239224
2300	0.1985027233
2301	0.1984827802
2302	0.1984723319
2303	0.1984564648
2304	0.1984402882
2305	0.1984167599
2306	0.1983860796
2307	0.1983495011
2308	0.198337765
2309	0.1983172039
2310	0.1983063473
2311	0.1982937533
2312	0.1982702242
2313	0.1982319429
2314	0.1982050066
2315	0.1982002112
2316	0.1981820537
2317	0.1981632226
2318	0.1981411541
2319	0.1981273277
2320	0.1981171473
2321	0.1981017199
2322	0.1980859812
2323	0.1980633863
2324	0.1980433463
2325	0.1980190714
2326	0.1980050451
2327	0.1979883424
2328	0.1979583944
2329	0.197938413
2330	0.1979255797
2331	0.1979118435
2332	0.1978887595
2333	0.1978547485
2334	0.1978322632
2335	0.1978088288
2336	0.1977893661
2337	0.1977745003
2338	0.1977497588
2339	0.1977352541
2340	0.1977078078
2341	0.1976835025
2342	0.1976720418
2343	0.1976601778
2344	0.1976470681
2345	0.197627692
2346	0.1976047999
2347	0.1975926256
2348	0.197573445
2349	0.1975516687
2350	0.1975271024
2351	0.1975146648
2352	0.1974978054
2353	0.1974812839
2354	0.1974667065
2355	0.1974332796
2356	0.1974144934
2357	0.197399497
2358	0.1973866521
2359	0.1973724568
2360	0.1973481835
2361	0.1973387236
2362	0.1973238271
2363	0.1973048773
2364	0.197291181
2365	0.1972671401
2366	0.1972574352
2367	0.1972466806
2368	0.1972131096
2369	0.1972033824
2370	0.1971939082
2371	0.1971677135
2372	0.1971517286
2373	0.1971337252
2374	0.1971189894
2375	0.1970908948
2376	0.1970765585
2377	0.1970563553
2378	0.1970441175
2379	0.1970324732
2380	0.1969974347
2381	0.1969747029
2382	0.1969666399
2383	0.1969458647
2384	0.1969235376
2385	0.1969133169
2386	0.1968899682
2387	0.196876124
2388	0.1968667017
2389	0.1968530754
2390	0.196833348
2391	0.1968108687
2392	0.1967951445
2393	0.1967740274
2394	0.1967556026
2395	0.1967418754
2396	0.1967209351
2397	0.1966976966
2398	0.1966874767
2399	0.1966623261
2400	0.1966378431
2401	0.1966216491
2402	0.1966044329
2403	0.1965862143
2404	0.1965755413
2405	0.1965596168
2406	0.1965371581
2407	0.1965308906
2408	0.196508668
2409	0.196496178
2410	0.1964753667
2411	0.1964496221
2412	0.1964360716
2413	0.196419868
2414	0.1964032301
2415	0.1963867401
2416	0.1963686247
2417	0.1963606992
2418	0.1963491576
2419	0.1963313799
2420	0.1963115093
2421	0.1963037201
2422	0.1962940715
2423	0.1962826285
2424	0.1962706989
2425	0.1962542394
2426	0.196241748
2427	0.196220222
2428	0.1962069399
2429	0.1962030552
2430	0.1961935153
2431	0.1961754444
2432	0.1961625463
2433	0.1961432199
2434	0.196130984
2435	0.1961043546
2436	0.1960738043
2437	0.1960612353
2438	0.1960352019
2439	0.1960207353
2440	0.1960009181
2441	0.1959834429
2442	0.1959600497
2443	0.1959461137
2444	0.1959309427
2445	0.1959013216
2446	0.195886362
2447	0.1958640662
2448	0.195837848
2449	0.1958307049
2450	0.1958084724
2451	0.1957954726
2452	0.195787706
2453	0.1957824278
2454	0.1957741108
2455	0.1957483269
2456	0.1957314037
2457	0.1957077257
2458	0.1956839569
2459	0.1956685891
2460	0.1956411735
2461	0.195619137
2462	0.1955922767
2463	0.1955748233
2464	0.1955428708
2465	0.1955215845
2466	0.1954961574
2467	0.1954873737
2468	0.1954681448
2469	0.1954512454
2470	0.1954391726
2471	0.1954289009
2472	0.1954153911
2473	0.1953944579
2474	0.1953773789
2475	0.1953547119
2476	0.1953252637
2477	0.1953052337
2478	0.1952932642
2479	0.1952810778
2480	0.1952688963
2481	0.1952478136
2482	0.1952310454
2483	0.195209016
2484	0.1951978125
2485	0.1951728024
2486	0.1951508773
2487	0.19512602
2488	0.1951079528
2489	0.1950903238
2490	0.1950684306
2491	0.195052602
2492	0.1950389419
2493	0.1950211039
2494	0.1950110765
2495	0.1949907047
2496	0.1949742742
2497	0.1949564339
2498	0.1949417577
2499	0.1949218777
